date,product_id,category,price,promo,sales
2024-01-10,P008,household,1155.16,0,36
2024-01-10,P009,household,627.44,0,17
2024-01-10,P010,household,486.18,0,28
2024-01-10,P011,cosmetics,1469.94,0,15
2024-01-10,P012,household,535.55,0,20
2024-01-11,P001,food,1296.75,0,24
2024-01-11,P002,cosmetics,519.37,0,14
2024-01-11,P003,food,776.91,0,40
2024-01-11,P004,cosmetics,995.07,0,27
2024-01-11,P005,food,1092.4,0,27
2024-01-11,P006,food,1323.25,0,13
2024-01-11,P007,household,1037.73,0,20
2024-01-11,P008,household,1171.63,0,30
2024-01-11,P009,household,636.6,0,14
2024-01-11,P010,household,497.21,0,34
2024-01-11,P011,cosmetics,1487.85,0,21
2024-01-11,P012,household,535.86,0,19
2024-01-12,P001,food,1295.37,0,16
2024-01-12,P002,cosmetics,508.71,0,20
2024-01-12,P003,food,776.53,0,35
2024-01-12,P004,cosmetics,973.55,0,31
2024-01-12,P005,food,1100.19,0,29
2024-01-12,P006,food,1354.77,0,11
2024-01-12,P007,household,1047.34,0,21
2024-01-12,P008,household,1188.03,0,31
2024-01-12,P009,household,630.11,0,10
2024-01-12,P010,household,497.13,0,41
2024-01-12,P011,cosmetics,1484.22,0,22
2024-01-12,P012,household,541.99,0,19
2024-01-13,P001,food,1291.44,0,21
2024-01-13,P002,cosmetics,514.58,0,13
2024-01-13,P003,food,774.55,0,37
2024-01-13,P004,cosmetics,988.48,0,31
2024-01-13,P005,food,1077.62,0,31
2024-01-13,P006,food,1326.62,0,17
2024-01-13,P007,household,1042.09,0,21
2024-01-13,P008,household,1168.33,0,49
2024-01-13,P009,household,651.59,0,5
2024-01-13,P010,household,496.81,0,31
2024-01-13,P011,cosmetics,1482.14,0,11
2024-01-13,P012,household,537.03,0,23
2024-01-14,P001,food,1310.06,0,28
2024-01-14,P002,cosmetics,515.8,0,23
2024-01-14,P003,food,773.64,0,27
2024-01-14,P004,cosmetics,987.07,0,31
2024-01-14,P005,food,1088.18,0,22
2024-01-14,P006,food,1318.12,0,14
2024-01-14,P007,household,1051.77,0,28
2024-01-14,P008,household,1172.8,0,32
2024-01-14,P009,household,626.24,0,11
2024-01-14,P010,household,492.84,0,32
2024-01-14,P011,cosmetics,1472.01,0,19
2024-01-14,P012,household,537.33,0,29
2024-01-15,P001,food,1316.74,0,22
2024-01-15,P002,cosmetics,504.25,0,14
2024-01-15,P003,food,777.23,0,36
2024-01-15,P004,cosmetics,994.98,0,22
2024-01-15,P005,food,1087.67,0,32
2024-01-15,P006,food,1310.58,0,7
2024-01-15,P007,household,1039.01,0,14
2024-01-15,P008,household,1164.78,0,36
2024-01-15,P009,household,631.66,0,12
2024-01-15,P010,household,500.85,0,36
2024-01-15,P011,cosmetics,1502.32,0,21
2024-01-15,P012,household,545.52,0,23
2024-01-16,P001,food,1300.55,0,19
2024-01-16,P002,cosmetics,515.96,0,16
2024-01-16,P003,food,776.94,0,36
2024-01-16,P004,cosmetics,984.2,0,30
2024-01-16,P005,food,1094.89,0,23
2024-01-16,P006,food,1301.63,0,9
2024-01-16,P007,household,1022.7,0,24
2024-01-16,P008,household,1161.65,0,38
2024-01-16,P009,household,624.22,0,20
2024-01-16,P010,household,388.41,1,75
2024-01-16,P011,cosmetics,1463.08,0,16
2024-01-16,P012,household,533.97,0,32
2024-01-17,P001,food,1291.1,0,24
2024-01-17,P002,cosmetics,525.22,0,15
2024-01-17,P003,food,768.53,0,33
2024-01-17,P004,cosmetics,993.31,0,20
2024-01-17,P005,food,1090.24,0,21
2024-01-17,P006,food,1329.03,0,7
2024-01-17,P007,household,1035.74,0,26
2024-01-17,P008,household,1175.21,0,34
2024-01-17,P009,household,636.34,0,14
2024-01-17,P010,household,390.82,1,52
2024-01-17,P011,cosmetics,1445.23,0,23
2024-01-17,P012,household,541.91,0,24
2024-01-18,P001,food,1291.3,0,25
2024-01-18,P002,cosmetics,516.83,0,9
2024-01-18,P003,food,782.9,0,35
2024-01-18,P004,cosmetics,983.81,0,24
2024-01-18,P005,food,1084.38,0,21
2024-01-18,P006,food,1328.31,0,16
2024-01-18,P007,household,1042.18,0,21
2024-01-18,P008,household,1166.29,0,26
2024-01-18,P009,household,632.61,0,13
2024-01-18,P010,household,383.97,1,62
2024-01-18,P011,cosmetics,1465.07,0,12
2024-01-18,P012,household,544.34,0,19
2024-01-19,P001,food,1310.51,0,19
2024-01-19,P002,cosmetics,521.11,0,7
2024-01-19,P003,food,769.09,0,23
2024-01-19,P004,cosmetics,989.79,0,30
2024-01-19,P005,food,1103.95,0,23
2024-01-19,P006,food,1313.2,0,14
2024-01-19,P007,household,1034.6,0,30
2024-01-19,P008,household,1172.24,0,34
2024-01-19,P009,household,623.79,0,9
2024-01-19,P010,household,381.47,1,68
2024-01-19,P011,cosmetics,1469.81,0,18
2024-01-19,P012,household,545.51,0,23
2024-01-20,P001,food,1311.71,0,28
2024-01-20,P002,cosmetics,514.49,0,10
2024-01-20,P003,food,774.97,0,28
2024-01-20,P004,cosmetics,970.7,0,26
2024-01-20,P005,food,1084.46,0,19
2024-01-20,P006,food,1335.36,0,15
2024-01-20,P007,household,1043.66,0,30
2024-01-20,P008,household,1173.45,0,54
2024-01-20,P009,household,627.84,0,16
2024-01-20,P010,household,388.51,1,67
2024-01-20,P011,cosmetics,1488.11,0,15
2024-01-20,P012,household,550.96,0,25
2024-01-21,P001,food,1309.11,0,30
2024-01-21,P002,cosmetics,513.17,0,7
2024-01-21,P003,food,774.38,0,25
2024-01-21,P004,cosmetics,959.51,0,33
2024-01-21,P005,food,1087.15,0,20
2024-01-21,P006,food,1319.63,0,12
2024-01-21,P007,household,1036.15,0,24
2024-01-21,P008,household,1171.58,0,50
2024-01-21,P009,household,638.47,0,12
2024-01-21,P010,household,383.1,1,74
2024-01-21,P011,cosmetics,1161.0,1,27
2024-01-21,P012,household,535.76,0,17
2024-01-22,P001,food,1293.37,0,24
2024-01-22,P002,cosmetics,515.51,0,9
2024-01-22,P003,food,779.45,0,30
2024-01-22,P004,cosmetics,989.23,0,28
2024-01-22,P005,food,1072.98,0,23
2024-01-22,P006,food,1329.57,0,9
2024-01-22,P007,household,1030.66,0,31
2024-01-22,P008,household,1174.04,0,28
2024-01-22,P009,household,637.72,0,10
2024-01-22,P010,household,390.9,1,58
2024-01-22,P011,cosmetics,1172.69,1,20
2024-01-22,P012,household,534.54,0,18
2024-01-23,P001,food,1305.06,0,23
2024-01-23,P002,cosmetics,509.36,0,16
2024-01-23,P003,food,760.21,0,29
2024-01-23,P004,cosmetics,989.76,0,34
2024-01-23,P005,food,1082.55,0,28
2024-01-23,P006,food,1323.26,0,9
2024-01-23,P007,household,1025.58,0,22
2024-01-23,P008,household,1157.57,0,29
2024-01-23,P009,household,620.94,0,14
2024-01-23,P010,household,485.23,0,48
2024-01-23,P011,cosmetics,1149.72,1,18
2024-01-23,P012,household,543.63,0,21
2024-01-24,P001,food,1303.56,0,27
2024-01-24,P002,cosmetics,508.6,0,11
2024-01-24,P003,food,783.59,0,29
2024-01-24,P004,cosmetics,990.2,0,32
2024-01-24,P005,food,1095.96,0,16
2024-01-24,P006,food,1317.01,0,18
2024-01-24,P007,household,1032.77,0,24
2024-01-24,P008,household,1156.85,0,34
2024-01-24,P009,household,626.91,0,5
2024-01-24,P010,household,493.45,0,37
2024-01-24,P011,cosmetics,1484.85,0,19
2024-01-24,P012,household,544.29,0,24
2024-01-25,P001,food,1304.88,0,21
2024-01-25,P002,cosmetics,520.05,0,11
2024-01-25,P003,food,771.41,0,39
2024-01-25,P004,cosmetics,980.34,0,25
2024-01-25,P005,food,1093.83,0,25
2024-01-25,P006,food,1306.75,0,11
2024-01-25,P007,household,1038.96,0,33
2024-01-25,P008,household,1167.03,0,28
2024-01-25,P009,household,641.3,0,12
2024-01-25,P010,household,492.72,0,38
2024-01-25,P011,cosmetics,1469.97,0,15
2024-01-25,P012,household,534.96,0,17
2024-01-26,P001,food,1313.38,0,29
2024-01-26,P002,cosmetics,520.59,0,12
2024-01-26,P003,food,786.14,0,20
2024-01-26,P004,cosmetics,1000.19,0,33
2024-01-26,P005,food,1096.87,0,21
2024-01-26,P006,food,1317.43,0,15
2024-01-26,P007,household,1016.52,0,20
2024-01-26,P008,household,1167.31,0,26
2024-01-26,P009,household,628.79,0,15
2024-01-26,P010,household,494.13,0,46
2024-01-26,P011,cosmetics,1464.84,0,26
2024-01-26,P012,household,541.84,0,18
2024-01-27,P001,food,1304.95,0,30
2024-01-27,P002,cosmetics,508.46,0,20
2024-01-27,P003,food,772.96,0,26
2024-01-27,P004,cosmetics,980.98,0,37
2024-01-27,P005,food,1096.34,0,20
2024-01-27,P006,food,1330.46,0,12
2024-01-27,P007,household,883.58,1,43
2024-01-27,P008,household,1161.43,0,37
2024-01-27,P009,household,631.0,0,20
2024-01-27,P010,household,497.07,0,35
2024-01-27,P011,cosmetics,1500.28,0,18
2024-01-27,P012,household,553.91,0,26
2024-01-28,P001,food,1310.88,0,41
2024-01-28,P002,cosmetics,518.52,0,12
2024-01-28,P003,food,776.29,0,29
2024-01-28,P004,cosmetics,989.66,0,33
2024-01-28,P005,food,1113.1,0,21
2024-01-28,P006,food,1312.65,0,15
2024-01-28,P007,household,872.75,1,46
2024-01-28,P008,household,1170.34,0,41
2024-01-28,P009,household,636.3,0,16
2024-01-28,P010,household,497.74,0,49
2024-01-28,P011,cosmetics,1484.68,0,16
2024-01-28,P012,household,539.79,0,15
2024-01-29,P001,food,1302.92,0,31
2024-01-29,P002,cosmetics,513.1,0,13
2024-01-29,P003,food,791.53,0,36
2024-01-29,P004,cosmetics,991.37,0,21
2024-01-29,P005,food,1082.18,0,23
2024-01-29,P006,food,1024.91,1,16
2024-01-29,P007,household,885.03,1,30
2024-01-29,P008,household,1178.13,0,39
2024-01-29,P009,household,621.46,0,10
2024-01-29,P010,household,498.95,0,32
2024-01-29,P011,cosmetics,1453.69,0,24
2024-01-29,P012,household,544.2,0,27
2024-01-30,P001,food,1305.8,0,22
2024-01-30,P002,cosmetics,515.29,0,10
2024-01-30,P003,food,774.52,0,34
2024-01-30,P004,cosmetics,1002.45,0,31
2024-01-30,P005,food,1072.68,0,18
2024-01-30,P006,food,1009.37,1,18
2024-01-30,P007,household,901.19,1,31
2024-01-30,P008,household,1181.39,0,39
2024-01-30,P009,household,623.93,0,15
2024-01-30,P010,household,499.52,0,36
2024-01-30,P011,cosmetics,1467.36,0,18
2024-01-30,P012,household,547.72,0,20
2024-01-31,P001,food,1310.26,0,29
2024-01-31,P002,cosmetics,515.91,0,13
2024-01-31,P003,food,786.29,0,30
2024-01-31,P004,cosmetics,982.39,0,25
2024-01-31,P005,food,1078.88,0,22
2024-01-31,P006,food,1028.38,1,18
2024-01-31,P007,household,1024.54,0,21
2024-01-31,P008,household,1184.01,0,30
2024-01-31,P009,household,627.8,0,13
2024-01-31,P010,household,494.93,0,42
2024-01-31,P011,cosmetics,1509.16,0,13
2024-01-31,P012,household,552.72,0,24
2024-02-01,P001,food,1283.06,0,24
2024-02-01,P002,cosmetics,518.65,0,8
2024-02-01,P003,food,776.97,0,31
2024-02-01,P004,cosmetics,979.07,0,38
2024-02-01,P005,food,1082.66,0,25
2024-02-01,P006,food,1023.61,1,20
2024-02-01,P007,household,1044.13,0,24
2024-02-01,P008,household,1152.17,0,33
2024-02-01,P009,household,637.42,0,11
2024-02-01,P010,household,506.23,0,36
2024-02-01,P011,cosmetics,1498.03,0,17
2024-02-01,P012,household,540.55,0,21
2024-02-02,P001,food,1297.87,0,24
2024-02-02,P002,cosmetics,513.97,0,11
2024-02-02,P003,food,779.9,0,31
2024-02-02,P004,cosmetics,970.75,0,26
2024-02-02,P005,food,1079.71,0,29
2024-02-02,P006,food,1008.15,1,14
2024-02-02,P007,household,1066.37,0,33
2024-02-02,P008,household,1153.95,0,31
2024-02-02,P009,household,636.26,0,13
2024-02-02,P010,household,502.65,0,36
2024-02-02,P011,cosmetics,1482.52,0,22
2024-02-02,P012,household,545.98,0,21
2024-02-03,P001,food,1295.91,0,33
2024-02-03,P002,cosmetics,520.79,0,13
2024-02-03,P003,food,777.21,0,31
2024-02-03,P004,cosmetics,1000.81,0,25
2024-02-03,P005,food,1091.36,0,26
2024-02-03,P006,food,1018.13,1,19
2024-02-03,P007,household,1051.91,0,30
2024-02-03,P008,household,1164.14,0,36
2024-02-03,P009,household,634.37,0,12
2024-02-03,P010,household,494.23,0,41
2024-02-03,P011,cosmetics,1441.83,0,21
2024-02-03,P012,household,534.97,0,19
2024-02-04,P001,food,1293.72,0,23
2024-02-04,P002,cosmetics,515.14,0,19
2024-02-04,P003,food,783.25,0,40
2024-02-04,P004,cosmetics,989.66,0,23
2024-02-04,P005,food,1103.99,0,26
2024-02-04,P006,food,1029.92,1,22
2024-02-04,P007,household,1038.22,0,33
2024-02-04,P008,household,1168.46,0,37
2024-02-04,P009,household,628.97,0,14
2024-02-04,P010,household,495.1,0,34
2024-02-04,P011,cosmetics,1488.54,0,15
2024-02-04,P012,household,539.36,0,22
2024-02-05,P001,food,1298.45,0,21
2024-02-05,P002,cosmetics,516.75,0,13
2024-02-05,P003,food,771.34,0,32
2024-02-05,P004,cosmetics,989.98,0,23
2024-02-05,P005,food,1107.12,0,26
2024-02-05,P006,food,1007.57,1,15
2024-02-05,P007,household,1045.74,0,19
2024-02-05,P008,household,1164.74,0,45
2024-02-05,P009,household,636.95,0,12
2024-02-05,P010,household,494.12,0,47
2024-02-05,P011,cosmetics,1459.64,0,24
2024-02-05,P012,household,536.81,0,23
2024-02-06,P001,food,1321.5,0,29
2024-02-06,P002,cosmetics,509.27,0,18
2024-02-06,P003,food,769.03,0,40
2024-02-06,P004,cosmetics,1016.23,0,23
2024-02-06,P005,food,1095.83,0,26
2024-02-06,P006,food,1305.22,0,7
2024-02-06,P007,household,1022.63,0,27
2024-02-06,P008,household,1161.07,0,20
2024-02-06,P009,household,628.88,0,16
2024-02-06,P010,household,497.58,0,44
2024-02-06,P011,cosmetics,1488.41,0,22
2024-02-06,P012,household,529.06,0,25
2024-02-07,P001,food,1290.76,0,21
2024-02-07,P002,cosmetics,433.39,1,25
2024-02-07,P003,food,771.71,0,26
2024-02-07,P004,cosmetics,816.09,1,43
2024-02-07,P005,food,1113.68,0,20
2024-02-07,P006,food,1318.43,0,9
2024-02-07,P007,household,1020.52,0,27
2024-02-07,P008,household,1163.97,0,25
2024-02-07,P009,household,633.48,0,16
2024-02-07,P010,household,490.96,0,33
2024-02-07,P011,cosmetics,1458.35,0,22
2024-02-07,P012,household,467.29,1,35
2024-02-08,P001,food,1314.64,0,24
2024-02-08,P002,cosmetics,426.22,1,26
2024-02-08,P003,food,777.44,0,27
2024-02-08,P004,cosmetics,802.85,1,35
2024-02-08,P005,food,1086.45,0,23
2024-02-08,P006,food,1347.5,0,16
2024-02-08,P007,household,890.78,1,40
2024-02-08,P008,household,1173.17,0,39
2024-02-08,P009,household,635.58,0,17
2024-02-08,P010,household,491.86,0,33
2024-02-08,P011,cosmetics,1476.15,0,17
2024-02-08,P012,household,476.94,1,33
2024-02-09,P001,food,1280.13,0,23
2024-02-09,P002,cosmetics,427.25,1,18
2024-02-09,P003,food,774.95,0,34
2024-02-09,P004,cosmetics,811.85,1,23
2024-02-09,P005,food,1072.54,0,31
2024-02-09,P006,food,1310.48,0,12
2024-02-09,P007,household,894.08,1,32
2024-02-09,P008,household,1152.0,0,42
2024-02-09,P009,household,640.52,0,16
2024-02-09,P010,household,485.03,0,46
2024-02-09,P011,cosmetics,1459.56,0,19
2024-02-09,P012,household,477.04,1,30
2024-02-10,P001,food,1297.68,0,26
2024-02-10,P002,cosmetics,417.41,1,33
2024-02-10,P003,food,782.19,0,38
2024-02-10,P004,cosmetics,805.52,1,64
2024-02-10,P005,food,1101.82,0,26
2024-02-10,P006,food,1325.88,0,18
2024-02-10,P007,household,900.28,1,46
2024-02-10,P008,household,1194.88,0,37
2024-02-10,P009,household,629.49,0,11
2024-02-10,P010,household,493.8,0,41
2024-02-10,P011,cosmetics,1463.63,0,15
2024-02-10,P012,household,469.96,1,37
2024-02-11,P001,food,1304.16,0,21
2024-02-11,P002,cosmetics,420.74,1,24
2024-02-11,P003,food,786.8,0,38
2024-02-11,P004,cosmetics,810.23,1,44
2024-02-11,P005,food,1070.29,0,23
2024-02-11,P006,food,1322.78,0,15
2024-02-11,P007,household,885.46,1,45
2024-02-11,P008,household,1167.77,0,39
2024-02-11,P009,household,627.56,0,13
2024-02-11,P010,household,501.05,0,43
2024-02-11,P011,cosmetics,1478.11,0,13
2024-02-11,P012,household,482.3,1,32
2024-02-12,P001,food,1309.67,0,26
2024-02-12,P002,cosmetics,519.9,0,11
2024-02-12,P003,food,769.09,0,38
2024-02-12,P004,cosmetics,810.17,1,53
2024-02-12,P005,food,1082.1,0,17
2024-02-12,P006,food,1311.57,0,13
2024-02-12,P007,household,892.25,1,33
2024-02-12,P008,household,1179.79,0,20
2024-02-12,P009,household,637.99,0,3
2024-02-12,P010,household,495.02,0,37
2024-02-12,P011,cosmetics,1449.59,0,21
2024-02-12,P012,household,533.24,0,18
2024-02-13,P001,food,1311.3,0,34
2024-02-13,P002,cosmetics,515.02,0,11
2024-02-13,P003,food,770.97,0,36
2024-02-13,P004,cosmetics,979.73,0,21
2024-02-13,P005,food,1096.01,0,27
2024-02-13,P006,food,1321.48,0,15
2024-02-13,P007,household,891.95,1,30
2024-02-13,P008,household,1160.75,0,30
2024-02-13,P009,household,638.47,0,17
2024-02-13,P010,household,495.3,0,28
2024-02-13,P011,cosmetics,1503.82,0,33
2024-02-13,P012,household,540.61,0,24
2024-02-14,P001,food,1312.37,0,16
2024-02-14,P002,cosmetics,503.72,0,12
2024-02-14,P003,food,765.51,0,22
2024-02-14,P004,cosmetics,971.78,0,25
2024-02-14,P005,food,1089.22,0,20
2024-02-14,P006,food,1313.44,0,7
2024-02-14,P007,household,889.36,1,32
2024-02-14,P008,household,1174.23,0,33
2024-02-14,P009,household,626.42,0,7
2024-02-14,P010,household,497.16,0,34
2024-02-14,P011,cosmetics,1453.88,0,14
2024-02-14,P012,household,536.98,0,31
2024-02-15,P001,food,1020.2,1,52
2024-02-15,P002,cosmetics,518.88,0,13
2024-02-15,P003,food,626.01,1,63
2024-02-15,P004,cosmetics,1001.21,0,25
2024-02-15,P005,food,1088.25,0,25
2024-02-15,P006,food,1314.63,0,17
2024-02-15,P007,household,889.88,1,45
2024-02-15,P008,household,1168.69,0,33
2024-02-15,P009,household,622.89,0,15
2024-02-15,P010,household,490.81,0,44
2024-02-15,P011,cosmetics,1453.06,0,20
2024-02-15,P012,household,539.8,0,23
2024-02-16,P001,food,1019.04,1,36
2024-02-16,P002,cosmetics,510.75,0,14
2024-02-16,P003,food,615.42,1,68
2024-02-16,P004,cosmetics,988.46,0,27
2024-02-16,P005,food,1077.46,0,24
2024-02-16,P006,food,1297.43,0,13
2024-02-16,P007,household,1027.97,0,26
2024-02-16,P008,household,1177.53,0,23
2024-02-16,P009,household,637.51,0,10
2024-02-16,P010,household,495.9,0,30
2024-02-16,P011,cosmetics,1478.15,0,19
2024-02-16,P012,household,544.07,0,25
2024-02-17,P001,food,1032.56,1,51
2024-02-17,P002,cosmetics,520.79,0,16
2024-02-17,P003,food,616.49,1,62
2024-02-17,P004,cosmetics,983.29,0,34
2024-02-17,P005,food,1090.22,0,24
2024-02-17,P006,food,1319.03,0,18
2024-02-17,P007,household,1039.74,0,37
2024-02-17,P008,household,1165.21,0,52
2024-02-17,P009,household,619.51,0,13
2024-02-17,P010,household,500.19,0,42
2024-02-17,P011,cosmetics,1487.94,0,20
2024-02-17,P012,household,543.31,0,23
2024-02-18,P001,food,1021.82,1,46
2024-02-18,P002,cosmetics,513.1,0,19
2024-02-18,P003,food,605.33,1,44
2024-02-18,P004,cosmetics,992.98,0,35
2024-02-18,P005,food,1101.28,0,23
2024-02-18,P006,food,1331.21,0,12
2024-02-18,P007,household,1038.86,0,26
2024-02-18,P008,household,1185.64,0,31
2024-02-18,P009,household,619.19,0,16
2024-02-18,P010,household,497.3,0,26
2024-02-18,P011,cosmetics,1464.21,0,24
2024-02-18,P012,household,543.04,0,24
2024-02-19,P001,food,1010.71,1,43
2024-02-19,P002,cosmetics,514.6,0,15
2024-02-19,P003,food,613.54,1,49
2024-02-19,P004,cosmetics,990.15,0,18
2024-02-19,P005,food,1090.55,0,26
2024-02-19,P006,food,1320.11,0,8
2024-02-19,P007,household,1032.27,0,26
2024-02-19,P008,household,1150.1,0,38
2024-02-19,P009,household,628.15,0,12
2024-02-19,P010,household,500.63,0,34
2024-02-19,P011,cosmetics,1453.23,0,18
2024-02-19,P012,household,477.66,1,30
2024-02-20,P001,food,1012.17,1,46
2024-02-20,P002,cosmetics,519.6,0,12
2024-02-20,P003,food,780.62,0,33
2024-02-20,P004,cosmetics,988.23,0,28
2024-02-20,P005,food,1081.28,0,24
2024-02-20,P006,food,1333.74,0,12
2024-02-20,P007,household,1043.74,0,23
2024-02-20,P008,household,1178.61,0,34
2024-02-20,P009,household,629.86,0,12
2024-02-20,P010,household,502.04,0,27
2024-02-20,P011,cosmetics,1455.42,0,26
2024-02-20,P012,household,468.86,1,26
2024-02-21,P001,food,1014.36,1,34
2024-02-21,P002,cosmetics,508.94,0,13
2024-02-21,P003,food,774.71,0,30
2024-02-21,P004,cosmetics,992.26,0,31
2024-02-21,P005,food,1076.73,0,27
2024-02-21,P006,food,1327.01,0,5
2024-02-21,P007,household,1047.49,0,19
2024-02-21,P008,household,1168.91,0,32
2024-02-21,P009,household,622.54,0,15
2024-02-21,P010,household,499.06,0,47
2024-02-21,P011,cosmetics,1453.84,0,19
2024-02-21,P012,household,480.29,1,24
2024-02-22,P001,food,1028.86,1,38
2024-02-22,P002,cosmetics,508.45,0,15
2024-02-22,P003,food,785.02,0,32
2024-02-22,P004,cosmetics,986.83,0,20
2024-02-22,P005,food,1081.51,0,23
2024-02-22,P006,food,1318.56,0,14
2024-02-22,P007,household,1043.86,0,24
2024-02-22,P008,household,1155.64,0,33
2024-02-22,P009,household,630.61,0,10
2024-02-22,P010,household,492.24,0,42
2024-02-22,P011,cosmetics,1473.49,0,15
2024-02-22,P012,household,469.87,1,23
2024-02-23,P001,food,1025.23,1,58
2024-02-23,P002,cosmetics,512.54,0,16
2024-02-23,P003,food,794.62,0,31
2024-02-23,P004,cosmetics,992.12,0,22
2024-02-23,P005,food,1094.61,0,21
2024-02-23,P006,food,1311.07,0,7
2024-02-23,P007,household,1026.03,0,20
2024-02-23,P008,household,1190.32,0,30
2024-02-23,P009,household,630.89,0,11
2024-02-23,P010,household,494.07,0,43
2024-02-23,P011,cosmetics,1467.94,0,23
2024-02-23,P012,household,538.65,0,27
2024-02-24,P001,food,1311.03,0,21
